tconst,primaryTitle,originalTitle,startYear,runtimeMinutes,numVotes,label,_row_id,is_long_film,is_old_film,is_blockbuster,is_foreign_title,title_word_count,title_has_number
tt4290746,Pisasu,,2014.0,114.0,1967.0,1,1780,0,0,0,0,1,0
tt4302740,Meu Passado Me Condena 2: O Filme,Meu Passado Me Condena 2: O Filme,2015.0,105.0,1010.0,0,1781,0,0,0,0,7,1
tt4306300,Mr. And Mrs. Ramchari,Mr. And Mrs. Ramchari,2014.0,156.0,2003.0,1,1782,0,0,0,0,4,0
tt4329242,Love Jacked,Love Jacked,2018.0,100.0,1997.0,0,1783,0,0,0,0,2,0
tt4338154,Hawaizaada,Hawaizaada,2015.0,148.0,1868.0,0,1784,0,0,0,0,1,0
tt4365506,Open Tee Bioscope,Open Tee Bioscope,2015.0,135.0,1206.0,1,1785,0,0,0,0,3,0
tt4377952,Rattle the Cage,,2015.0,96.0,3559.0,1,1786,0,0,0,0,3,0
tt4382824,Army of One,,2016.0,92.0,7412.0,0,1787,0,0,0,0,3,0
tt4393514,Bitter Lake,,2015.0,136.0,3140.0,1,1788,0,0,0,0,2,0
tt4442758,Temper,,2015.0,147.0,6283.0,1,1789,0,0,0,0,1,0
tt4465564,Fifty Shades Darker,Fifty Shades Darker,2017.0,118.0,97584.0,0,1790,0,0,0,0,3,0
tt4513074,The Emeryville Experiments,,2016.0,83.0,1745.0,0,1791,0,0,0,0,3,0
tt4594836,Darc,Darc,2018.0,97.0,4285.0,0,1792,0,0,0,0,1,0
tt4603150,LiveJustine,LiveJustine,2015.0,80.0,1038.0,0,1793,0,0,0,0,1,0
tt4736550,The Great Hack,The Great Hack,2019.0,114.0,3559.0,1,1794,0,0,0,0,3,0
tt4768656,Howard Lovecraft and the Frozen Kingdom,Howard Lovecraft and the Frozen Kingdom,2016.0,83.0,2623.0,0,1795,0,0,0,0,6,0
tt4779326,The Water Man,,2020.0,91.0,3559.0,0,1796,0,0,0,0,3,0
tt4819498,Chronicles of the Ghostly Tribe,,2015.0,118.0,1648.0,0,1797,0,0,0,0,5,0
tt4824308,God's Not Dead 2,,2016.0,120.0,12242.0,0,1798,0,0,0,0,4,1
tt4909506,Godhi Banna Sadharana Mykattu,,2016.0,144.0,2936.0,1,1799,0,0,0,0,4,0
tt4923846,Christmas in the Smokies,Christmas in the Smokies,2015.0,88.0,1372.0,0,1800,0,0,0,0,4,0
tt4935446,Heart of a Dog,Heart of a Dog,2015.0,75.0,3559.0,1,1801,0,0,0,0,4,0
tt5036442,Hayat Opucugu,Hayat Öpücügü,2015.0,102.0,1228.0,0,1802,0,0,0,1,2,0
tt5085924,Wildling,Wildling,2018.0,92.0,13594.0,0,1803,0,0,0,0,1,0
tt5154466,Bizans oyunlari: Geym of Bizans,,2016.0,101.0,2871.0,0,1804,0,0,0,0,5,0
tt5161376,Tonight She Comes,Tonight She Comes,2016.0,84.0,2044.0,0,1805,0,0,0,0,3,0
tt5214394,Su Su Sudhi Vathmeekam,Su Su Sudhi Vathmeekam,2015.0,132.0,1660.0,1,1806,0,0,0,0,4,0
tt5247042,Dark Web,Darkweb,2016.0,89.0,3559.0,0,1807,0,0,0,1,2,0
tt5266668,Rogue Warfare,,2019.0,103.0,3559.0,0,1808,0,0,0,0,2,0
tt5271772,The Red Thread,,2016.0,100.0,2425.0,0,1809,0,0,0,0,3,0
tt5278460,Audrie & Daisy,,2016.0,95.0,3559.0,1,1810,0,0,0,0,3,0
tt5286444,Neerja,Neerja,2016.0,122.0,3559.0,1,1811,0,0,0,0,1,0
tt5294966,After the Storm,,2016.0,118.0,10616.0,1,1812,0,0,0,0,3,0
tt5420210,The Comeback Trail,,2020.0,104.0,5737.0,0,1813,0,0,0,0,3,0
tt5427032,Osman Pazarlama,,2016.0,114.0,3559.0,0,1814,0,0,0,0,2,0
tt5466186,7 Days in Entebbe,Entebbe,2018.0,107.0,3559.0,0,1815,0,0,0,1,4,1
tt5493944,The Little Mermaid,The Little Mermaid,2018.0,85.0,8786.0,0,1816,0,0,0,0,3,0
tt5504168,Kshanam,Kshanam,2016.0,110.0,5160.0,1,1817,0,0,0,0,1,0
tt5523010,The Nutcracker and the Four Realms,The Nutcracker and the Four Realms,2018.0,99.0,31771.0,0,1818,0,0,0,0,6,0
tt5534434,Victor Crowley,Victor Crowley,2017.0,83.0,5589.0,0,1819,0,0,0,0,2,0
tt5541848,What the Health,,2017.0,97.0,28624.0,1,1820,0,0,0,0,3,0
tt5556054,Four Kids and It,Four Kids and It,2020.0,110.0,1336.0,0,1821,0,0,0,0,4,0
tt5606664,Doctor Sleep,,2019.0,152.0,173198.0,1,1822,0,0,0,0,2,0
tt5615904,Unforgettable,,2016.0,113.0,1310.0,1,1823,0,0,0,0,1,0
tt5716848,Where's the Money,,2017.0,86.0,2018.0,0,1824,0,0,0,0,3,0
tt5727208,Uncut Gems,,2019.0,135.0,251676.0,1,1825,0,0,0,0,2,0
tt5779372,An Interview with God,,2018.0,97.0,3740.0,0,1826,0,0,0,0,4,0
tt5851014,Savage Dog,,2017.0,94.0,3559.0,0,1827,0,0,0,0,2,0
tt5881528,Damsel,,2018.0,113.0,4915.0,0,1828,0,0,0,0,1,0
tt5890000,Survival Family,Sabaibaru famirî,2016.0,117.0,2253.0,1,1829,0,0,0,1,2,0
tt5949038,Redwood,Redwood,2017.0,80.0,3559.0,0,1830,0,0,0,0,1,0
tt5959952,Mission Control: The Unsung Heroes of Apollo,,2017.0,101.0,1610.0,1,1831,0,0,0,0,7,0
tt6068960,Hatred,,2016.0,150.0,5526.0,1,1832,0,0,0,0,1,0
tt6086080,Mad Families,,2017.0,87.0,1368.0,0,1833,0,0,0,0,2,0
tt6093618,Antiquities,Antiquities,2018.0,93.0,1644.0,0,1834,0,0,0,0,1,0
tt6146586,John Wick: Chapter 3 - Parabellum,John Wick: Chapter 3 - Parabellum,2019.0,130.0,312587.0,1,1835,0,0,0,0,6,1
tt6155194,Best F(r)iends: Volume 1,Best F(r)iends: Volume 1,2017.0,108.0,2582.0,0,1836,0,0,0,0,4,1
tt6155374,Redbad,Redbad,2018.0,160.0,2552.0,0,1837,0,0,0,0,1,0
tt6186910,Imaikkaa Nodigal,,2018.0,170.0,5190.0,1,1838,0,0,0,0,2,0
tt6233882,Za niebieskimi drzwiami,Za niebieskimi drzwiami,2016.0,99.0,3559.0,0,1839,0,0,0,0,3,0
tt6289394,Donerse Senindir,,2016.0,109.0,2042.0,0,1840,0,0,0,0,2,0
tt6340296,Mom or Dad?,Mamma o papà?,2017.0,98.0,3559.0,0,1841,0,0,0,1,3,0
tt6348454,Adhe Kangal,Adhe Kangal,2017.0,120.0,1146.0,1,1842,0,0,0,0,2,0
tt6354568,Camp Wedding,Camp Wedding,2019.0,97.0,3559.0,0,1843,0,0,0,0,2,0
tt6580564,102 Not Out,,2018.0,102.0,6905.0,1,1844,0,0,0,0,3,1
tt6613470,PSV Garuda Vega,PSV Garuda Vega,2017.0,150.0,1207.0,1,1845,0,0,0,0,3,0
tt6648932,False Witness,,2019.0,86.0,1419.0,0,1846,0,0,0,0,2,0
tt6667360,Carnage,Carnage: Swallowing the Past,2017.0,68.0,3559.0,1,1847,0,0,0,1,1,0
tt6742252,The Guilty,Den skyldige,2018.0,85.0,54826.0,1,1848,0,0,0,1,2,0
tt6884200,A Kid Like Jake,,2018.0,92.0,3470.0,0,1849,0,0,0,0,4,0
tt7010156,Maragadha Naanayam,,2017.0,150.0,1477.0,1,1850,0,0,0,0,2,0
tt7022404,Blessed Madness,,2018.0,110.0,3559.0,0,1851,0,0,0,0,2,0
tt7046974,Swing Kids,Seuwingkizeu,2018.0,133.0,1952.0,1,1852,0,0,0,1,2,0
tt7057496,Forgotten,Gi-eok-ui bam,2017.0,108.0,27800.0,1,1853,0,0,0,1,1,0
tt7098658,Raazi,,2018.0,138.0,28537.0,1,1854,0,0,0,0,1,0
tt7149336,The Unicorn,The Unicorn,2018.0,88.0,1052.0,0,1855,0,0,0,0,2,0
tt7256866,Father of the Year,,2018.0,94.0,10992.0,0,1856,0,0,0,0,4,0
tt7315484,The Silence,,2019.0,90.0,42533.0,0,1857,0,0,0,0,2,0
tt7318202,Butterflies,,2018.0,117.0,13317.0,1,1858,0,0,0,0,1,0
tt7321356,Some Time Later,,2018.0,99.0,1347.0,0,1859,0,0,0,0,3,0
tt7357302,Avicii: True Stories,,2017.0,97.0,6577.0,1,1860,0,0,0,0,3,0
tt7362036,Dying to Survive,,2018.0,117.0,5542.0,1,1861,0,0,0,0,3,0
tt7511008,Paradise Beach,Paradise Beach,2019.0,93.0,2103.0,0,1862,0,0,0,0,2,0
tt7527538,Jefe,Jefe,2018.0,89.0,1022.0,0,1863,0,0,0,0,1,0
tt7535666,Retrocausality,Retrocausality,2019.0,73.0,5270.0,1,1864,0,0,0,0,1,0
tt7549484,Firangi,,2017.0,158.0,1155.0,0,1865,0,0,0,0,1,0
tt7634968,What Men Want,,2019.0,117.0,27048.0,0,1866,0,0,0,0,3,0
tt7675404,1968,,2018.0,93.0,1457.0,1,1867,0,0,0,0,1,1
tt7689966,Robin Williams: Come Inside My Mind,,2018.0,117.0,7753.0,1,1868,0,0,0,0,6,0
tt7691572,Cyborgs: Heroes Never Die,,2017.0,112.0,6835.0,1,1869,0,0,0,0,4,0
tt7737640,Breaking News in Yuba County,,2021.0,96.0,4467.0,0,1870,0,0,0,0,5,0
tt7851798,Root Cause,,2019.0,73.0,1284.0,0,1871,0,0,0,0,2,0
tt7871636,Deliha 2,,2018.0,106.0,3559.0,0,1872,0,0,0,0,2,1
tt7886614,Cats,Cats and Peachtopia,2018.0,87.0,3559.0,0,1873,0,0,0,1,1,0
tt7886848,Sadak 2,,2020.0,133.0,3559.0,0,1874,0,0,0,0,2,1
tt7901798,Sheeple,,2018.0,103.0,5578.0,1,1875,0,0,0,0,1,0
tt7942746,Body at Brighton Rock,Body at Brighton Rock,2019.0,87.0,2090.0,0,1876,0,0,0,0,4,0
tt7950334,The Mountain,The Mountain,2018.0,106.0,1535.0,0,1877,0,0,0,0,2,0
tt7998848,Play,,2019.0,108.0,1445.0,1,1878,0,0,0,0,1,0
tt8009938,Blood Vessel,,2019.0,93.0,2225.0,0,1879,0,0,0,0,2,0
tt8041922,Watch If You Dare,,2018.0,71.0,2066.0,0,1880,0,0,0,0,4,0
tt8054066,White as Snow,,2019.0,112.0,1037.0,0,1881,0,0,0,0,3,0
tt8074486,The Row,The Row,2018.0,85.0,1470.0,0,1882,0,0,0,0,2,0
tt8092252,Be With You,,2018.0,132.0,3559.0,1,1883,0,0,0,0,3,0
tt8130968,Badla,Badla,2019.0,118.0,26062.0,1,1884,0,0,0,0,1,0
tt8200742,Silhouette,Silhouette,2019.0,114.0,3628.0,0,1885,0,0,0,0,1,0
tt8237272,Marionette,Marionette,2020.0,112.0,1491.0,0,1886,0,0,0,0,1,0
tt8244298,Poslednee ispytanie,Poslednee ispytanie,2018.0,135.0,3590.0,0,1887,0,0,0,0,2,0
tt8318702,D-Railed,D-Railed,2018.0,80.0,3559.0,0,1888,0,0,0,0,1,0
tt8368294,Brothers by Blood,The Sound of Philadelphia,2020.0,105.0,3559.0,0,1889,0,0,0,1,3,0
tt8620646,An Affair to Die For,,2019.0,82.0,1964.0,0,1890,0,0,0,0,5,0
tt8777022,Siccin 5,Siccin 5,2018.0,92.0,1511.0,0,1891,0,0,0,0,2,1
tt8829830,Fatale,,2020.0,102.0,8646.0,0,1892,0,0,0,0,1,0
tt8844062,Charlie Boy,Charlie Boy,2021.0,83.0,3559.0,1,1893,0,0,0,0,2,0
tt8941422,Hababam Sinifi Yeniden,,2019.0,106.0,3588.0,0,1894,0,0,0,0,3,0
tt8946378,Knives Out,Knives Out,2019.0,130.0,555940.0,1,1895,0,0,0,0,2,0
tt8956872,Valhalla - The Legend of Thor,Valhalla,2019.0,105.0,3077.0,0,1896,0,0,0,1,6,0
tt8992946,Cargo,Cargo,2019.0,119.0,2804.0,0,1897,0,0,0,0,1,0
tt9021140,Homestay,Homestay,2018.0,132.0,1373.0,1,1898,0,0,0,0,1,0
tt9024106,Unplanned,Unplanned,2019.0,109.0,13592.0,0,1899,0,0,0,0,1,0
tt9029572,Killer Therapy,Killer Therapy,2019.0,94.0,1820.0,0,1900,0,0,0,0,2,0
tt9056824,Stunt School,Asli Gibidir,2019.0,96.0,1106.0,0,1901,0,0,0,1,2,0
tt9081558,Those Who Remained,,2019.0,83.0,1438.0,1,1902,0,0,0,0,3,0
tt9204164,Bigfoot Family,Bigfoot Family,2020.0,89.0,2423.0,0,1903,0,0,0,0,2,0
tt9206562,Make Us Dream,Make Us Dream,2018.0,104.0,2932.0,1,1904,0,0,0,0,3,0
tt9288776,White Snake,,2019.0,99.0,3595.0,1,1905,0,0,0,0,2,0
tt9302994,A Soldier's Revenge,Soldier's Heart,2020.0,140.0,1934.0,0,1906,0,0,0,1,3,0
tt9421200,A Perfect Enemy,,2020.0,89.0,1639.0,0,1907,0,0,0,0,3,0
tt9543062,Hosts,,2020.0,89.0,2206.0,0,1908,0,0,0,0,1,0
tt9660688,Black Beach,Black Beach,2020.0,110.0,1430.0,0,1909,0,0,0,0,2,0
tt9773184,Mareld,,2019.0,94.0,1401.0,0,1910,0,0,0,0,1,0
tt9831136,The Banana Splits Movie,The Banana Splits Movie,2019.0,89.0,3568.0,0,1911,0,0,0,0,4,0
tt9840958,Love Struck Sick,Love Struck Sick,2019.0,92.0,3769.0,0,1912,0,0,0,0,3,0
tt9850344,Night Shift,Police,2020.0,98.0,1325.0,0,1913,0,0,0,1,2,0
tt0014109,The Saga of Gosta Berling,,1924.0,183.0,1231.0,1,1914,0,1,0,0,5,0
tt0015064,The Last Laugh,Der letzte Mann,1924.0,77.0,3559.0,1,1915,0,1,0,1,3,0
tt0015841,The Freshman,The Freshman,1925.0,77.0,5374.0,1,1916,0,1,0,0,2,0
tt0017271,By the Law,,1926.0,80.0,1057.0,1,1917,0,1,0,0,3,0
tt0018451,The Student Prince in Old Heidelberg,,1927.0,106.0,1459.0,1,1918,0,1,0,0,6,0
tt0018742,The Cameraman,The Cameraman,1928.0,76.0,11388.0,1,1919,0,1,0,0,2,0
tt0019379,Show People,,1928.0,83.0,3695.0,1,1920,0,1,0,0,2,0
tt0020018,In Old Arizona,,1928.0,95.0,1049.0,0,1921,0,1,0,0,3,0
tt0020793,Escape from Dartmoor,,1929.0,88.0,1102.0,1,1922,0,1,0,0,3,0
tt0022125,Marius,,1931.0,130.0,2251.0,1,1923,0,0,0,0,1,0
tt0022626,American Madness,,1932.0,75.0,1996.0,1,1924,0,0,0,0,2,0
tt0023622,Trouble in Paradise,,1932.0,83.0,14090.0,1,1925,0,0,0,0,3,0
tt0023876,Cavalcade,Cavalcade,1933.0,112.0,5038.0,0,1926,0,0,0,0,1,0
tt0024593,Son of Kong,,1933.0,70.0,4501.0,0,1927,0,0,0,0,3,0
tt0025164,The Gay Divorcee,The Gay Divorcee,1934.0,107.0,3559.0,1,1928,0,0,0,0,3,0
tt0027532,Dodsworth,,1936.0,101.0,8817.0,1,1929,0,0,0,0,1,0
tt0027977,Modern Times,,1936.0,87.0,231243.0,1,1930,0,0,0,0,2,0
tt0028070,Our Relations,,1936.0,71.0,3077.0,1,1931,0,0,0,0,2,0
tt0028315,Stowaway,,1936.0,87.0,1323.0,1,1932,0,0,0,0,1,0
tt0028773,Dead End,Dead End,1937.0,93.0,3559.0,1,1933,0,0,0,0,2,0
tt0028816,Easy Living,Easy Living,1937.0,88.0,3417.0,1,1934,0,0,0,0,2,0
tt0029747,Way Out West,Way Out West,1937.0,66.0,8109.0,1,1935,0,0,0,0,3,0
tt0029844,The Adventures of Tom Sawyer,The Adventures of Tom Sawyer,1938.0,91.0,1967.0,1,1936,0,0,0,0,5,0
tt0029957,La Bete Humaine,,1938.0,100.0,7375.0,1,1937,0,0,0,0,3,0
tt0030127,The Baker's Wife,,1938.0,133.0,1991.0,1,1938,0,0,0,0,3,0
tt0030637,Pygmalion,,1938.0,96.0,8475.0,1,1939,0,0,0,0,1,0
tt0031210,Dark Victory,Dark Victory,1939.0,104.0,10794.0,1,1940,0,0,0,0,2,0
tt0031225,Destry Rides Again,Destry Rides Again,1939.0,95.0,11094.0,1,1941,0,0,0,0,3,0
tt0031851,The Return of Doctor X,The Return of Doctor X,1939.0,62.0,2157.0,0,1942,0,0,0,0,5,0
tt0032080,Union Pacific,,1939.0,135.0,2941.0,1,1943,0,0,0,0,2,0
tt0032339,A Chump at Oxford,A Chump at Oxford,1939.0,62.0,3834.0,1,1944,0,0,0,0,4,0
tt0032390,The Devil Bat,The Devil Bat,1940.0,68.0,2946.0,0,1945,0,0,0,0,3,0
tt0032653,Jud Suß,,1940.0,98.0,3135.0,0,1946,0,0,0,0,2,0
tt0033722,Hold Back the Dawn,,1941.0,116.0,2358.0,1,1947,0,0,0,0,4,0
tt0033787,King of the Zombies,King of the Zombies,1941.0,67.0,2150.0,0,1948,0,0,0,0,4,0
tt0034890,In This Our Life,,1942.0,97.0,4742.0,1,1949,0,0,0,0,4,0
tt0035228,The Courtyard of the Ballads,,1942.0,121.0,1192.0,1,1950,0,0,0,0,5,0
tt0035939,Ghosts on the Loose,Ghosts on the Loose,1943.0,67.0,3559.0,0,1951,0,0,0,0,4,0
tt0035966,Hangmen Also Die!,Hangmen Also Die!,1943.0,134.0,5268.0,1,1952,0,0,0,0,3,0
tt0036653,Bluebeard,Bluebeard,1944.0,72.0,1823.0,0,1953,0,0,0,0,1,0
tt0036855,Gaslight,,1944.0,114.0,27003.0,1,1954,0,0,0,0,1,0
tt0036922,Hollywood Canteen,Hollywood Canteen,1944.0,124.0,2160.0,1,1955,0,0,0,0,2,0
tt0037614,The Corn Is Green,The Corn Is Green,1945.0,115.0,2845.0,1,1956,0,0,0,0,4,0
tt0038348,Beauty and the Beast,La belle et la bête,1946.0,96.0,25773.0,1,1957,0,0,0,1,4,0
tt0039370,The Farmer's Daughter,,1947.0,97.0,2514.0,1,1958,0,0,0,0,3,0
tt0039420,The Ghost and Mrs. Muir,The Ghost and Mrs. Muir,1947.0,104.0,18151.0,1,1959,0,0,0,0,5,0
tt0039737,Pursued,Pursued,1947.0,101.0,3148.0,1,1960,0,0,0,0,1,0
tt0040321,Enchantment,,1948.0,100.0,1142.0,1,1961,0,0,0,0,1,0
tt0040338,The Fallen Idol,The Fallen Idol,1948.0,95.0,8372.0,1,1962,0,0,0,0,3,0
tt0040427,He Walked by Night,He Walked by Night,1948.0,79.0,5714.0,1,1963,0,0,0,0,4,0
tt0040662,Oliver Twist,,1948.0,116.0,12121.0,1,1964,0,0,0,0,2,0
tt0040705,Portrait of Jennie,,1948.0,86.0,6688.0,1,1965,0,0,0,0,3,0
tt0040872,They Live by Night,,1948.0,95.0,7917.0,1,1966,0,0,0,0,4,0
tt0041487,House of Strangers,House of Strangers,1949.0,101.0,3306.0,1,1967,0,0,0,0,3,0
tt0041786,The Reckless Moment,,1949.0,82.0,4801.0,1,1968,0,0,0,0,3,0
tt0042876,Rashomon,Rashômon,1950.0,88.0,161820.0,1,1969,0,0,0,1,1,0
tt0042906,La Ronde,La ronde,1950.0,93.0,5243.0,1,1970,0,0,0,1,2,0
tt0043014,Sunset Blvd.,Sunset Blvd.,1950.0,110.0,213309.0,1,1971,0,0,0,0,2,0
tt0045693,Do Bigha Zamin,,1953.0,131.0,1970.0,1,1972,0,0,0,0,3,0
tt0045897,I Confess,,1953.0,95.0,20385.0,1,1973,0,0,0,0,2,0
tt0046451,Touchez Pas au Grisbi,,1954.0,94.0,7466.0,1,1974,0,0,0,0,4,0
tt0046757,Beachhead,Beachhead,1954.0,90.0,1030.0,0,1975,0,0,0,0,1,0
tt0047478,Seven Samurai,,1954.0,207.0,332152.0,1,1976,0,0,0,0,2,0
tt0047507,The Snow Creature,,1954.0,69.0,1058.0,0,1977,0,0,0,0,3,0
tt0047573,Them!,,1954.0,94.0,21361.0,1,1978,0,0,0,0,1,0
tt0047898,Bride of the Monster,Bride of the Monster,1955.0,69.0,7039.0,0,1979,0,0,0,0,4,0
tt0048028,East of Eden,East of Eden,1955.0,118.0,43999.0,1,1980,0,0,0,0,3,0
tt0048055,The Far Country,,1954.0,97.0,7308.0,1,1981,0,0,0,0,3,0
tt0048308,Lola Montes,Lola Montès,1955.0,116.0,5254.0,1,1982,0,0,0,1,2,0
tt0048729,To Hell and Back,,1955.0,106.0,5239.0,1,1983,0,0,0,0,4,0
tt0049259,Gervaise,,1956.0,112.0,1420.0,1,1984,0,0,0,0,1,0
tt0049287,Gunslinger,Gunslinger,1956.0,78.0,1623.0,0,1985,0,0,0,0,1,0
tt0049293,The Captain from Kopenick,,1956.0,93.0,1644.0,1,1986,0,0,0,0,4,0
tt0049552,Nightfall,Nightfall,1956.0,78.0,3908.0,1,1987,0,0,0,0,1,0
tt0049777,The Solid Gold Cadillac,,1956.0,99.0,1728.0,1,1988,0,0,0,0,4,0
tt0050414,From Hell It Came,From Hell It Came,1957.0,71.0,1780.0,0,1989,0,0,0,0,4,0
tt0050539,The Incredible Shrinking Man,The Incredible Shrinking Man,1957.0,81.0,17367.0,1,1990,0,0,0,0,4,0
tt0051003,The Spirit of St. Louis,,1957.0,135.0,7815.0,1,1991,0,0,0,0,5,0
tt0051484,The Colossus of New York,,1958.0,70.0,1074.0,0,1992,0,0,0,0,5,0
tt0051776,The Inn of the Sixth Happiness,,1958.0,158.0,4795.0,1,1993,0,0,0,0,6,0
tt0051790,"Ivan the Terrible, Part II: The Boyars' Plot",,1958.0,88.0,7189.0,1,1994,0,0,0,0,8,0
tt0051959,Murder by Contract,,1958.0,81.0,3438.0,1,1995,0,0,0,0,3,0
tt0052809,The Five Pennies,The Five Pennies,1959.0,117.0,1921.0,1,1996,0,0,0,0,3,0
tt0053003,Libel,Libel,1959.0,100.0,3559.0,1,1997,0,0,0,0,1,0
tt0053198,The 400 Blows,,1959.0,99.0,112705.0,1,1998,0,0,0,0,3,1
tt0054353,The Sundowners,The Sundowners,1960.0,133.0,4101.0,1,1999,0,0,0,0,2,0
tt0054358,Sword of Sherwood Forest,,1960.0,80.0,1276.0,0,2000,0,0,0,0,4,0
tt0054599,Accattone,,1961.0,117.0,8217.0,1,2001,0,0,0,0,1,0
tt0055233,The Human Condition III: A Soldier's Prayer,Ningen no jôken,1961.0,190.0,5864.0,1,2002,0,0,0,1,7,0
tt0055254,One Hundred and One Dalmatians,One Hundred and One Dalmatians,1961.0,79.0,161433.0,1,2003,0,0,0,0,5,0
tt0055256,"One, Two, Three",,1961.0,104.0,20572.0,1,2004,0,0,0,0,3,0
tt0055562,Invasion of the Neptune Men,Uchû Kaisokusen,1961.0,75.0,2743.0,0,2005,0,0,0,1,5,0
tt0056048,Gypsy,Gypsy,1962.0,143.0,6095.0,1,2006,0,0,0,0,1,0
tt0056049,The Naked Island,Hadaka no shima,1960.0,96.0,3559.0,1,2007,0,0,0,1,3,0
tt0056134,Kanchenjungha,Kanchenjungha,1962.0,102.0,1085.0,1,2008,0,0,0,0,1,0
tt0056196,Long Day's Journey Into Night,Long Day's Journey Into Night,1962.0,174.0,5004.0,1,2009,0,0,0,0,5,0
tt0056291,Knife in the Water,Nóz w wodzie,1962.0,94.0,21358.0,1,2010,0,0,0,1,4,0
tt0057229,The Red Lanterns,Ta kokkina fanaria,1963.0,132.0,1790.0,1,2011,0,0,0,1,3,0
tt0057336,Muriel,,1963.0,117.0,3043.0,1,2012,0,0,0,0,1,0
tt0057427,The Trial,Le procès,1962.0,119.0,20750.0,1,2013,0,0,0,1,2,0
tt0057569,The Terror,The Terror,1963.0,81.0,7497.0,0,2014,0,0,0,0,2,0
tt0057578,This Sporting Life,,1963.0,134.0,6365.0,1,2015,0,0,0,0,3,0
tt0058331,Mary Poppins,,1964.0,139.0,165535.0,1,2016,0,0,0,0,2,0
tt0058863,The 317th Platoon,,1965.0,100.0,1297.0,1,2017,0,0,0,0,3,1
tt0058888,Red Beard,Akahige,1965.0,185.0,18361.0,1,2018,0,0,0,1,2,0
tt0058985,Le Bonheur,,1965.0,80.0,6990.0,1,2019,0,0,0,0,2,0
tt0059563,"Paradise, Hawaiian Style",,1966.0,91.0,2045.0,0,2020,0,0,0,0,3,0
tt0059712,Ship of Fools,,1965.0,149.0,5825.0,1,2021,0,0,0,0,3,0
tt0060429,Frankie and Johnny,,1966.0,87.0,1995.0,0,2022,0,0,0,0,3,0
tt0060668,Marat/Sade,,1967.0,119.0,2453.0,1,2023,0,0,0,0,1,0
tt0060908,King of Hearts,,1966.0,102.0,3902.0,1,2024,0,0,0,0,3,0
tt0061418,Bonnie and Clyde,Bonnie and Clyde,1967.0,111.0,3559.0,1,2025,0,0,0,0,3,0
tt0061520,Corruption,Corruption,1968.0,91.0,1298.0,0,2026,0,0,0,0,1,0
tt0061537,The Red and the White,,1967.0,90.0,3402.0,1,2027,0,0,0,0,5,0
tt0061597,The One-Armed Swordsman,,1967.0,115.0,3109.0,1,2028,0,0,0,0,3,0
tt0061620,Elvira Madigan,,1967.0,91.0,3559.0,1,2029,0,0,0,0,2,0
tt0061758,Hells Angels on Wheels,,1967.0,95.0,2411.0,0,2030,0,0,0,0,4,0
tt0061789,How I Won the War,,1967.0,109.0,2318.0,0,2031,0,0,0,0,5,0
tt0062032,Succubus,,1968.0,84.0,1090.0,0,2032,0,0,0,0,1,0
tt0062374,Titicut Follies,,1967.0,84.0,4430.0,1,2033,0,0,0,0,2,0
tt0062808,The Girl from Rio,,1969.0,94.0,1011.0,0,2034,0,0,0,0,4,0
tt0062900,They Call Us Misfits,Dom kallar oss mods,1968.0,100.0,1483.0,1,2035,0,0,0,1,4,0
tt0062952,Faces,,1968.0,130.0,10291.0,1,2036,0,0,0,0,1,0
tt0063456,Pretty Poison,,1968.0,89.0,3549.0,1,2037,0,0,0,0,2,0
tt0063493,Reconstruction,,1968.0,100.0,1549.0,1,2038,0,0,0,0,1,0
tt0063518,Romeo and Juliet,,1968.0,138.0,30904.0,1,2039,0,0,0,0,3,0
tt0063612,Skidoo,,1968.0,98.0,1657.0,0,2040,0,0,0,0,1,0
tt0063615,Two Comrades Served,,1968.0,99.0,1092.0,1,2041,0,0,0,0,3,0
tt0063834,Zatoichi Challenged,,1967.0,87.0,1285.0,1,2042,0,0,0,0,2,0
tt0064506,Ittefaq,Ittefaq,1969.0,104.0,1044.0,1,2043,0,0,0,0,1,0
tt0064839,Crime and Punishment,Prestuplenie i nakazanie,1970.0,221.0,1153.0,1,2044,0,0,0,1,3,0
tt0064861,This Man Must Die,,1969.0,110.0,4375.0,1,2045,0,0,0,0,4,0
tt0064994,Larks on a String,,1969.0,94.0,1830.0,1,2046,0,0,0,0,4,0
tt0065489,Brancaleone at the Crusades,Brancaleone alle Crociate,1970.0,116.0,1807.0,1,2047,0,0,0,1,4,0
tt0065772,Claire's Knee,,1970.0,105.0,10540.0,1,2048,0,0,0,0,2,0
tt0066026,MASH,M*A*S*H,1970.0,116.0,70767.0,1,2049,0,0,0,1,1,0
tt0066534,The Milky Way,La voie lactée,1969.0,102.0,7387.0,1,2050,0,0,0,1,3,0
tt0066540,WUSA,,1970.0,115.0,1141.0,0,2051,0,0,0,0,1,0
tt0066827,Asylum Erotica,,1971.0,96.0,1634.0,0,2052,0,0,0,0,2,0
tt0066856,Born to Win,Born to Win,1971.0,88.0,1745.0,0,2053,0,0,0,0,3,0
tt0066906,Le Chat,Le chat,1971.0,86.0,2054.0,1,2054,0,0,0,1,2,0
tt0066914,A Virgin Among the Living Dead,,1973.0,105.0,2407.0,0,2055,0,0,0,0,6,0
tt0068190,Alice's Adventures in Wonderland,Alice's Adventures in Wonderland,1972.0,101.0,1637.0,0,2056,0,0,0,0,4,0
